Year,Make,Model,Subseries,Color,Drs,Cyl,Fuel,Trans,4x4,EW,Radio,Top,Int,Odometer,Price
2010,HONDA,ODYSSEY,EX-L,BROWN,V,6,GAS,A,4X2,A,CD,SR,L,"122,658","$5,700"
2016,HONDA,ODYSSEY,EX-L,SILVER,V,6,GAS,A,4X2,A,CD,SR,L,"67,395","$22,000"
2007,HONDA,ODYSSEY,TOURING,BLACK,V,6,GAS,A,4X2,A,CD,SR,L,"171,680","$3,100"
2010,HONDA,ODYSSEY,TOURING,SILVER,V,6,GAS,,4X2,,,,,"152,557","$6,700"
2011,HONDA,PILOT 4X4,EX,WHITE,4,6,GAS,A,4X4,A,CD,HT,C,"147,336","$9,100"
2018,BMW,X2 28I XDRIVE,XDRIVE 28I,BLUE,S,4,GAS,A,AWD,A,CD,SR,L,"20,813","$33,000"
2014,BMW,X3 28I XDRIVE,28I XDRIVE,WHITE,S,4,GAS,A,AWD,A,CD,PN,L,"126,427","$10,700"
2002,BMW,X5 3.0L,3.0I,GRAY,4,6,GAS,,AWD,,,,,"173,356","$1,200"
2018,BMW,X5 35D XDRIVE,35DX XLINE,BLACK,S,6,DIESEL,A,AWD,A,CD,SR,L,"24,351","$44,500"
2017,BMW,X6 50I XDRIVE,50IX MSPT,WHITE,S,8,GAS,A,AWD,A,CD,SR,L,"95,343","$35,500"
2019,BMW,X7 40I XDRIVE,40IX XLINE,GRAY,S,6,GAS,A,AWD,A,AM/FM,PN,L,"26,426","$72,500"
2016,BMW,Z4 35I,35I MSPT,BLACK,2,6,GAS,A,4X2,A,CD,HC,L,"45,574","$33,400"
2018,BMW,320I XDRIVE,320I XDRIV,BLUE,4,4,GAS,A,AWD,A,CD,SR,L,"11,802","$28,400"
2018,BMW,320I XDRIVE,320I XDRIV,BLUE,4,4,GAS,A,AWD,A,CD,SR,E,"33,875","$27,750"
2001,BMW,325CIC,325CI,RED,2,6,GAS,A,4X2,A,TAPE,CV,L,"106,642","$3,700"
2006,BMW,325I,325I,RED,4,6,GAS,A,,A,CD,SR,E,"114,508","$3,600"
2013,BMW,328I XDR,328IX LUX,BLUE,4,4,GAS,A,AWD,A,CD,SR,E,"138,029","$9,500"
2015,BMW,328I XDRIVE,328I XDRIV,BLACK,4,4,GAS,A,AWD,A,CD,SR,E,"110,097","$12,500"
2014,BMW,528I XDRIVE,528I XDRIV,GRAY,4,4,GAS,A,AWD,A,CD,SR,L,"128,940","$13,200"
2008,BMW,528XI,528XI-AUTO,SILVER,4,6,GAS,A,AWD,A,CD,SR,L,"93,969","$4,400"
2013,BMW,535IA XDR,535I XDRIV,BLACK,4,6,GAS,A,AWD,A,CD,SR,L,"104,305","$14,200"
2017,BMW,740E XDRIVE,740EX MSPT,BLACK,4,4,H,A,AWD,A,CD,SR,L,"56,701","$41,500"
2012,BMW,750I XDR,750I XDRIV,GRAY,4,8,GAS,A,AWD,A,CD,SR,L,"157,120","$3,200"
2016,BMW,750I XDRIVE,750I XDRIV,BLACK,4,8,GAS,A,AWD,A,CD,MR,L,"73,382","$36,000"
2008,BMW,750LI,750LI,GRAY,4,8,GAS,A,4X2,A,CD,SR,L,"102,270","$6,100"
2015,BMW,M4 CPE,,WHITE,2,6,GAS,6,4X2,A,CD,HT,L,"26,595","$46,500"
2013,BMW,X1 28I XDRIVE,28IX XLINE,BROWN,S,4,GAS,A,AWD,A,CD,SR,L,"123,410","$6,200"
2018,BMW,X1 28I XDRIVE,28IX XLINE,BLUE,S,4,GAS,A,AWD,A,CD,PN,L,"21,393","$29,250"
2018,BMW,X1 28I XDRIVE,28IX XLINE,BLACK,S,4,GAS,A,AWD,A,CD,SR,L,"24,859","$30,250"
2020,BMW,X2 28I XDRIVE,XDRIVE28I,BLACK,S,4,GAS,A,AWD,A,AM/FM,PN,E,"10,449","$36,000"
2013,BMW,X3 28I XDRIVE,28I XDRIVE,BLACK,S,4,GAS,A,AWD,A,CD,PN,L,"93,010","$13,600"
2007,BMW,X3 3.0L,3.0SI,SILVER,4,6,GAS,A,AWD,A,CD,PN,E,"130,537","$2,900"
2020,BMW,X3 30I XDRIVE,XDRIVE30I,WHITE,S,4,GAS,A,AWD,A,AM/FM,PN,E,"24,036","$41,800"
2020,BMW,X3 30I XDRIVE,XDRIVE30I,BLACK,S,4,GAS,A,AWD,A,AM/FM,PN,E,"30,672","$40,600"
2019,BMW,X3 30I XDRIVE,30IX XLINE,SILVER,S,4,GAS,A,AWD,A,AM/FM,PN,E,"17,042","$40,250"
2019,BMW,X3 30I XDRIVE,30IX XLINE,WHITE,S,4,GAS,A,AWD,A,AM/FM,HT,L,"19,900","$38,500"
2011,BMW,X5,50I,SILVER,4,8,GAS,A,AWD,,,PN,,"151,354","$5,500"
2011,BMW,X5 35I AWD,35I PREM,WHITE,4,6,GAS,A,AWD,A,CD,PN,L,"93,894","$13,200"
2016,BMW,X5 35I XDRIVE,35IX LUX,GRAY,S,6,GAS,A,AWD,A,CD,PN,L,"100,546","$24,000"
2014,BMW,X5 50I XDRIVE,50I XDRIVE,BLACK,S,8,GAS,A,AWD,A,CD,PN,L,"91,913","$19,300"
2015,BMW,X5 50I XDRIVE,50IX LUX,GRAY,S,8,GAS,A,AWD,A,CD,SR,L,"56,403","$32,000"
2016,BMW,X6 35I XDRIVE,NONE,WHITE,S,6,C,A,AWD,,N,NO,N,"70,979","$37,950"
2002,BMW,3 SERIES,330XI,BLACK,4,6,GAS,A,AWD,,,,,"172,890","$1,900"
2014,BMW,320I XDRIVE,320I XDRIV,BLUE,4,4,GAS,A,AWD,A,CD,SR,E,"82,545","$13,400"
2015,BMW,320I XDRIVE,320I XDRIV,BLACK,4,4,GAS,A,AWD,A,CD,SR,E,"88,710","$15,100"
2016,BMW,320I XDRIVE,320I XDRIV,GRAY,4,4,GAS,A,AWD,A,CD,SR,E,"105,392","$8,200"
2011,BMW,328I,328I,BLACK,2,6,GAS,A,4X2,A,CD,HC,L,"87,167","$8,500"
2015,BMW,328I,328I,BLACK,4,4,GAS,6,4X2,A,CD,HT,E,"60,729","$18,200"
2013,BMW,328I XDR,328I XDRIV,BLUE,4,4,GAS,A,AWD,A,CD,SR,E,"138,030","$8,100"
2013,BMW,328I XDR,328I XDRIV,BLACK,4,4,GAS,A,AWD,A,CD,SR,L,"149,805","$4,200"
2010,BMW,328XI,328I XDRIV,GRAY,4,6,GAS,A,AWD,A,CD,SR,L,"56,425","$7,900"
2011,BMW,328XI,328I XDRIV,WHITE,2,6,GAS,A,AWD,A,CD,SR,L,"100,888","$7,700"
2011,BMW,328XI,328I XDRIV,BLACK,4,6,GAS,A,AWD,A,CD,SR,L,"165,645","$1,200"
2005,BMW,330XI,330XI,BLUE,4,6,GAS,A,AWD,A,CD,SR,L,"120,244","$2,300"
2014,BMW,335I,335I SPT,BLUE,4,6,GAS,A,4X2,A,CD,SR,L,"76,588","$19,400"
2015,BMW,335I XDRIVE,NONE,SILVER,N,6,C,A,AWD,,N,NO,N,"97,831","$21,000"
2016,BMW,428I SDN,428I MSPT,GRAY,4,4,GAS,A,4X2,A,CD,SR,E,"54,160","$26,000"
2019,BMW,430I XDRIVE GC,430IX SPT,WHITE,4,4,GAS,A,AWD,A,AM/FM,SR,E,"28,864","$35,500"
2016,BMW,435I XDRIVE CPE,435IX MSPT,WHITE,2,6,GAS,A,AWD,A,CD,SR,L,"22,435","$30,000"
2014,BMW,528I XDRIVE,528I XDRIV,BLUE,4,4,GAS,A,AWD,A,CD,SR,L,"145,288","$7,600"
2020,BMW,530I XDRIVE,530I XDRIV,BLACK,4,4,GAS,A,AWD,A,AM/FM,SR,E,"8,998","$43,500"
2012,BMW,535XIA,535I XDRIV,BLACK,4,6,GAS,A,AWD,A,CD,SR,L,"42,705","$16,400"
2011,BMW,550I GT,550I,GRAY,4,8,GAS,A,4X2,A,CD,PN,L,"97,185","$6,900"
2015,BMW,650I XDR,650IX MSPT,WHITE,4,8,GAS,A,AWD,A,CD,SR,L,"65,194","$34,900"
2014,BMW,750LI,750LI,BLACK,4,8,GAS,A,4X2,A,CD,SR,L,"78,164","$24,750"
2018,BMW,X2 28I XDRIVE,XDRIVE 28I,BLUE,S,4,GAS,A,AWD,A,CD,SR,L,"20,813","$33,000"
2014,BMW,X3 28I XDRIVE,28I XDRIVE,WHITE,S,4,GAS,A,AWD,A,CD,PN,L,"126,427","$10,700"
2002,BMW,X5 3.0L,3.0I,GRAY,4,6,GAS,,AWD,,,,,"173,356","$1,200"
2018,BMW,X5 35D XDRIVE,35DX XLINE,BLACK,S,6,DIESEL,A,AWD,A,CD,SR,L,"24,351","$44,500"
2017,BMW,X6 50I XDRIVE,50IX MSPT,WHITE,S,8,GAS,A,AWD,A,CD,SR,L,"95,343","$35,500"
2019,BMW,X7 40I XDRIVE,40IX XLINE,GRAY,S,6,GAS,A,AWD,A,AM/FM,PN,L,"26,426","$72,500"
2016,BMW,Z4 35I,35I MSPT,BLACK,2,6,GAS,A,4X2,A,CD,HC,L,"45,574","$33,400"
2018,BMW,320I XDRIVE,320I XDRIV,BLUE,4,4,GAS,A,AWD,A,CD,SR,L,"11,802","$28,400"
2018,BMW,320I XDRIVE,320I XDRIV,BLUE,4,4,GAS,A,AWD,A,CD,SR,E,"33,875","$27,750"
2001,BMW,325CIC,325CI,RED,2,6,GAS,A,4X2,A,TAPE,CV,L,"106,642","$3,700"
2006,BMW,325I,325I,RED,4,6,GAS,A,,A,CD,SR,E,"114,508","$3,600"
2013,BMW,328I XDR,328IX LUX,BLUE,4,4,GAS,A,AWD,A,CD,SR,E,"138,029","$9,500"
2015,BMW,328I XDRIVE,328I XDRIV,BLACK,4,4,GAS,A,AWD,A,CD,SR,E,"110,097","$12,500"
2014,BMW,528I XDRIVE,528I XDRIV,GRAY,4,4,GAS,A,AWD,A,CD,SR,L,"128,940","$13,200"
2008,BMW,528XI,528XI-AUTO,SILVER,4,6,GAS,A,AWD,A,CD,SR,L,"93,969","$4,400"
2013,BMW,535IA XDR,535I XDRIV,BLACK,4,6,GAS,A,AWD,A,CD,SR,L,"104,305","$14,200"
2017,BMW,740E XDRIVE,740EX MSPT,BLACK,4,4,H,A,AWD,A,CD,SR,L,"56,701","$41,500"
2012,BMW,750I XDR,750I XDRIV,GRAY,4,8,GAS,A,AWD,A,CD,SR,L,"157,120","$3,200"
2016,BMW,750I XDRIVE,750I XDRIV,BLACK,4,8,GAS,A,AWD,A,CD,MR,L,"73,382","$36,000"
2008,BMW,750LI,750LI,GRAY,4,8,GAS,A,4X2,A,CD,SR,L,"102,270","$6,100"
2015,BMW,X1 28I XDRIVE,28I XDRIVE,WHITE,S,4,GAS,A,AWD,A,CD,SR,L,"89,317","$14,000"
2018,BMW,X1 28I XDRIVE,28IX XLINE,SILVER,S,4,GAS,A,AWD,A,CD,PN,E,"45,050","$27,600"
2013,BMW,X3,XDRIVE28I,SILVER,S,4,GAS,A,AWD,,,PN,,"103,141","$5,800"
2020,BMW,X3 30I XDRIVE,XDRIVE30I,BLACK,S,4,GAS,A,AWD,A,AM/FM,SR,E,"12,237","$42,250"
2018,BMW,X3 30I XDRIVE,30IX XLINE,BLACK,S,4,GAS,A,AWD,A,CD,PN,L,"39,390","$32,900"
2019,BMW,X3 30I XDRIVE,30IX XLINE,BLACK,S,4,GAS,A,AWD,A,AM/FM,SR,E,"27,789","$35,200"
2012,BMW,X5 35I AWD,35I,BLACK,4,6,GAS,A,AWD,A,CD,PN,L,"100,774","$8,100"
2013,BMW,X5 35I AWD,35I SPORT,SILVER,4,6,GAS,A,AWD,A,CD,SR,L,"131,138","$3,500"
2017,BMW,X5 35I XDRIVE,35IX MSPT,BLACK,S,6,GAS,A,AWD,A,CD,PN,L,"47,686","$37,500"
2017,BMW,X5 50I XDRIVE,50IX XLINE,BLACK,S,8,GAS,A,AWD,A,CD,PN,L,"83,437","$33,000"
2014,BMW,320I XDRIVE,320I XDRIV,WHITE,4,4,GAS,A,AWD,A,CD,SR,E,"85,672","$10,600"
2017,BMW,320I XDRIVE,320I XDRIV,GRAY,4,4,GAS,A,AWD,A,CD,SR,E,"37,747","$24,200"
2012,BMW,328I,328I,WHITE,4,4,GAS,A,4X2,A,CD,SR,L,"84,555","$10,300"
2015,BMW,328I XDRIVE,328I XDRIV,BLUE,4,4,GAS,A,AWD,A,CD,SR,L,"32,999","$20,000"
2011,BMW,328XI,328I XDRIV,SILVER,4,6,GAS,A,AWD,A,CD,SR,L,"124,294","$4,000"
2018,BMW,330I XDRIVE,330IX SPT,BLUE,4,4,GAS,A,AWD,A,CD,SR,L,"19,845","$30,500"
2018,BMW,330I XDRIVE,330IX SPT,BLUE,4,4,GAS,A,AWD,A,CD,SR,L,"54,028","$26,000"
2017,BMW,330I XDRIVE GT,330IX LUX,BLACK,4,4,GAS,A,AWD,A,CD,PN,L,"48,679","$13,100"
2011,BMW,335D,335D,WHITE,4,6,DIESEL,A,4X2,A,CD,SR,L,"131,856","$6,500"
2014,BMW,428I XDRIVE CPE,428IX LUX,BLUE,2,4,GAS,A,AWD,A,CD,SR,L,"50,561","$18,400"
2019,BMW,430I XDRIVE GC,430IX SPT,WHITE,4,4,GAS,A,AWD,A,AM/FM,SR,E,"50,688","$30,800"
2019,BMW,530I XDRIVE,530IX SPT,BLACK,4,4,GAS,A,AWD,A,CD,SR,L,"49,467","$35,000"
2015,BMW,535I XDRIVE,535IX MSPT,WHITE,4,6,GAS,A,AWD,A,CD,SR,L,"73,201","$21,500"
2014,BMW,535I XDRIVE GT,535I XDRIV,BLACK,4,6,GAS,A,AWD,A,CD,PN,L,"111,047","$5,200"
2011,BMW,535XIA,535I XDRIV,GRAY,4,6,GAS,A,AWD,A,CD,SR,L,"153,224","$4,000"
2011,BMW,535XIA,535I XDRIV,GRAY,4,6,GAS,A,AWD,A,CD,SR,L,"77,606","$14,100"
2011,BMW,535XIA,535I XDRIV,BLACK,4,6,GAS,A,AWD,A,CD,SR,L,"95,329","$6,900"
2012,BMW,750I XDR,750I XDRIV,BLUE,4,8,GAS,A,AWD,A,CD,SR,L,"100,818","$4,400"
2017,BMW,M240I,M240I,BLACK,2,6,GAS,6,4X2,A,CD,SR,L,"64,181","$28,600"
2016,BMW,X1 28I XDRIVE,XDRIVE28I,BROWN,S,4,GAS,A,AWD,A,CD,PN,L,"44,022","$24,000"
2019,BMW,X1 28I XDRIVE,28IX XLINE,GREEN,S,4,GAS,A,AWD,A,CD,PN,E,"25,425","$30,100"
2018,BMW,X2 28I XDRIVE,XDRIVE 28I,WHITE,S,4,GAS,A,AWD,A,CD,PN,E,"24,221","$30,700"
2018,BMW,X2 28I XDRIVE,XDRIVE 28I,BLUE,S,4,GAS,A,AWD,A,CD,PN,E,"22,826","$30,700"
2011,BMW,X3,28I,GRAY,4,6,GAS,A,AWD,,,PN,,"131,779","$5,400"
2020,BMW,X3 30I XDRIVE,XDRIVE30I,GRAY,S,4,GAS,A,AWD,A,AM/FM,SR,E,"32,651","$37,200"
2017,BMW,X5 35I XDRIVE,35IX MSPT,BLACK,S,6,GAS,A,AWD,A,CD,PN,L,"77,437","$28,300"
2017,BMW,X6 M,,BLACK,S,8,GAS,A,AWD,A,CD,SR,L,"34,076","$59,500"
2013,BMW,X6 50I,XDRIVE50I,BLACK,S,8,GAS,A,AWD,A,CD,SR,L,"118,024","$14,900"
2012,BMW,3 SERIES,335I XDRIV,WHITE,2,6,GAS,A,AWD,,,SR,,"98,677","$13,000"
2015,BMW,320I XDRIVE,320IX SPT,RED,4,4,GAS,A,AWD,A,CD,SR,E,"74,970","$13,600"
2013,BMW,328I,328I,BLACK,4,4,GAS,A,4X2,A,CD,SR,L,"119,495","$7,600"
2010,BMW,328XI,NONE,BLACK,S,6,C,A,AWD,,N,NO,N,"137,533","$4,750"
2017,BMW,330I XDRIVE,330IX SPT,BLACK,4,4,GAS,A,AWD,A,CD,SR,L,"50,754","$21,200"
2011,BMW,335I,335I,GRAY,2,6,GAS,A,4X2,A,CD,HC,L,"92,787","$12,800"
2015,BMW,335I XDRIVE GT,335IX SPT,BLACK,4,6,GAS,A,AWD,A,CD,PN,E,"71,966","$20,400"
2019,BMW,430I XDRIVE GC,430IX SPT,WHITE,4,4,GAS,A,AWD,A,AM/FM,SR,E,"16,689","$32,500"
2012,BMW,528IA,528I,GRAY,4,4,GAS,A,4X2,A,CD,SR,L,"153,424","$5,500"
2014,BMW,535I XDRIVE,535I XDRIV,SILVER,4,6,GAS,A,AWD,A,CD,SR,L,"101,353","$17,200"
2002,ACURA,MDX AWD,TOURING,WHITE,S,6,GAS,A,AWD,A,CD,SR,L,"190,051","$1,100"
2019,ACURA,MDX AWD V6,TECH PKG,BROWN,S,6,GAS,A,AWD,A,CD,SR,L,"52,386","$36,500"
2019,ACURA,RDX AWD,A-SPEC PKG,RED,S,4,GAS,,AWD,,,,,"19,502","$40,700"
2019,ACURA,RDX AWD,TECH PKG,GRAY,S,4,GAS,A,AWD,A,AM/FM,PN,L,"17,616","$41,800"
2020,ACURA,RDX AWD,TECH PKG,BLUE,S,4,GAS,A,AWD,A,AM/FM,PN,E,"21,367","$40,000"
2016,ACURA,RDX AWD,TECH WATCH,WHITE,S,6,GAS,A,AWD,A,CD,SR,E,"64,499","$24,500"
2006,ACURA,TL,,RED,4,6,GAS,A,4X2,A,B,SR,E,"153,418","$1,100"
2011,ACURA,TL AWD V6,TECH,WHITE,4,6,GAS,A,AWD,A,CD,SR,L,"122,771","$9,700"
2019,ACURA,TLX FWD 4C,,RED,4,4,GAS,A,4X2,A,CD,SR,L,"12,388","$29,500"
2012,ACURA,TSX FWD 4C,,BLACK,4,4,GAS,,4X2,,,,,"143,667","$7,000"
2009,ACURA,MDX,,WHITE,S,6,GAS,A,AWD,A,CD,SR,L,"148,823","$8,200"
2013,ACURA,MDX,ADV PKG,BLACK,S,6,GAS,A,AWD,A,CD,SR,L,"124,548","$12,900"
2014,ACURA,MDX AWD,TECH PKG,WHITE,S,6,GAS,A,AWD,A,CD,SR,L,"103,796","$19,600"
2019,ACURA,MDX AWD V6,A-SPEC,BLACK,S,6,GAS,A,AWD,A,CD,SR,B,"18,023","$45,100"
2019,ACURA,MDX AWD V6,TECH PKG,GRAY,S,6,GAS,A,AWD,A,CD,SR,E,"35,864","$38,600"
2004,ACURA,MDX 4X4,TOURING,WHITE,S,6,GAS,A,4X4,A,B,SR,E,"214,927","$1,550"
2003,ACURA,RSX,PREMIUM,SILVER,2,4,GAS,,4X2,,,,,"164,703","$1,600"
2011,ACURA,TL FWD V6,,BLACK,4,6,GAS,A,4X2,A,CD,SR,L,"133,344","$7,100"
2012,ACURA,TL FWD V6,TECH,RED,4,6,GAS,,4X2,,,,,"138,852","$8,200"
2010,ACURA,TSX FWD 4C,,BLACK,4,4,GAS,A,4X2,A,CD,SR,L,"92,915","$9,300"
2018,ACURA,ILX,TECH PKG,BLACK,4,4,GAS,A,4X2,A,CD,SR,L,"24,945","$24,200"
2008,ACURA,MDX AWD,ELITE PKG,BLACK,S,6,GAS,,AWD,,,,,"133,086","$8,400"
2003,ACURA,MDX AWD,NONE,SILVER,S,6,C,A,AWD,,N,NO,N,"144,015","$2,200"
2003,ACURA,MDX AWD,TOURING,GRAY,S,6,GAS,A,AWD,A,CD,SR,L,"232,107","$1,700"
2016,ACURA,MDX AWD,W/ADVANCE,GRAY,S,6,GAS,A,AWD,A,CD,SR,L,"79,364","$25,200"
2019,ACURA,MDX AWD V6,,GRAY,S,6,GAS,A,AWD,A,CD,SR,E,"20,772","$38,600"
2019,ACURA,MDX AWD V6,TECH PKG,WHITE,S,6,GAS,A,AWD,A,CD,SR,E,"45,443","$39,250"
2020,ACURA,MDX AWD V6,TECH PKG,GRAY,S,6,GAS,A,AWD,A,CD,SR,L,"41,087","$43,200"
2007,ACURA,RDX,TECH PKG,GRAY,S,4,GAS,A,AWD,A,CD,SR,E,"151,378","$4,000"
2014,ACURA,RDX AWD,,SILVER,S,6,GAS,A,AWD,A,CD,SR,L,"145,383","$12,800"
2019,ACURA,RDX AWD,,BLACK,S,4,GAS,A,AWD,A,AM/FM,PN,L,"26,430","$36,600"
2017,ACURA,RDX AWD,TECH PKG,WHITE,S,6,GAS,A,AWD,A,CD,SR,L,"84,145","$22,400"
2007,ACURA,TL,,BLACK,4,6,GAS,A,4X2,A,B,SR,L,"88,732","$3,300"
2008,ACURA,TL,,SILVER,4,6,GAS,A,4X2,,,SR,,"170,916","$3,400"
2019,ACURA,TLX AWD V6,NONE,BLACK,S,6,C,A,AWD,,N,NO,N,"26,032","$31,700"
2016,ACURA,TLX AWD V6,TECH PKG,BLACK,4,6,GAS,A,AWD,A,CD,SR,L,"98,444","$17,000"
2019,ACURA,TLX FWD V6,,BLACK,4,6,GAS,A,4X2,A,CD,SR,E,"26,982","$29,600"
2018,ACURA,MDX AWD V6,NONE,BLACK,S,6,C,A,AWD,,N,NO,N,"27,296","$36,500"
2019,ACURA,MDX AWD V6,TECH PKG,GRAY,S,6,GAS,A,AWD,A,CD,SR,E,"16,395","$41,500"
2019,ACURA,MDX AWD V6,TECH PKG,BLACK,S,6,GAS,A,AWD,A,CD,SR,L,"35,008","$38,400"
2015,ACURA,MDX FWD,NONE,MAROON,S,6,C,A,,,N,NO,N,"172,526","$11,900"
2008,ACURA,MDX 4X4,TECH PKG,WHITE,S,6,GAS,A,AWD,A,CD,SR,E,"150,379","$6,400"
2019,ACURA,RDX AWD,,GRAY,S,4,GAS,A,AWD,A,AM/FM,PN,L,"27,542","$34,600"
2018,ACURA,RDX AWD,TECH PKG,SILVER,S,6,GAS,A,AWD,A,CD,SR,L,"54,094","$25,200"
2009,ACURA,TL FWD V6,TECH,GRAY,4,6,GAS,A,4X2,A,CD,SR,L,"178,296","$6,000"
2013,ACURA,TL FWD V6,TECH,WHITE,4,6,GAS,A,4X2,A,CD,SR,L,"91,220","$11,600"
2019,ACURA,TLX FWD V6,,BLACK,4,6,GAS,A,4X2,A,CD,SR,L,"22,454","$27,500"
2019,ACURA,TLX FWD 4C,,BLACK,4,4,GAS,A,4X2,A,CD,SR,L,"31,844","$25,000"
2019,ACURA,TLX FWD 4C,,BLACK,4,4,GAS,A,4X2,A,CD,SR,L,"25,021","$28,100"
2009,ACURA,TSX FWD,TECH PKG,BLACK,4,4,GAS,A,4X2,A,CD,SR,L,"133,060","$7,900"